SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4600 Manila Ave,Oakland,CA,94609,899000,2,1,Alameda County,1065,,1922,1,844,,Active,June-24-2019 10:00 AM,June-24-2019 01:00 PM,BAREIS,21913970,N,Y,37.8336994,-122.2559137
MLS Listing,,Single Family Residential,18238 10th St,Bloomington,CA,92316,280000,3,1,265 - Bloomington,958,7900,1957,1,292,,Active,,,CRMLS,SW19147838,N,Y,34.0437582,-117.4064229
MLS Listing,,Condo/Co-op,438 W Grand Ave #722,Oakland,CA,94612,849000,2,2,Uptown,1388,,2008,1,612,586,Active,June-29-2019 02:00 PM,June-29-2019 04:00 PM,Bridge MLS,40871461,N,Y,37.8118317,-122.267668
MLS Listing,,Single Family Residential,2629 Ohio Ave,Richmond,CA,94804,499000,3,1,Richmond,1081,3838,1923,1,462,,Active,,,Bridge MLS,40871448,N,Y,37.9310945,-122.3439863
MLS Listing,,Single Family Residential,7940 Earl St,Oakland,CA,94605,599000,3,2,Alameda County,1290,5001,1933,2,464,,Active,June-24-2019 10:00 AM,June-24-2019 01:00 PM,BAREIS,21915836,N,Y,37.7705599,-122.1565765
MLS Listing,,Single Family Residential,9246 Crosscourt Way,Elk Grove,CA,95624,445000,3,2,Elk Grove,1777,6499,1998,2,,,Active,,,MetroList,19043470,N,Y,38.4494038,-121.3548422
MLS Listing,,Single Family Residential,9533 Amber Valley Ln,Las Vegas,NV,89134,340000,4,2.25,Hills @ Summerlin,2080,4356,1992,2,163,50,Active,,,GLVAR,2107339,N,Y,36.2026759,-115.303551
MLS Listing,,Single Family Residential,6801 Salewsky Ct,Elk Grove,CA,95757,470000,4,3,Elk Grove,2265,6046,2005,2,,,Active,,,MetroList,19043598,N,Y,38.3938394,-121.4220913
MLS Listing,,Single Family Residential,410 Birkhaven Pl,SAN JOSE,CA,95138,889999,3,2.5,SAN JOSE,1457,2473,1997,2,611,132,Active,June-30-2019 01:00 PM,June-30-2019 04:00 PM,MLSListings,ML81757794,N,Y,37.2404673,-121.7627633
MLS Listing,,Condo/Co-op,144 S 3rd St #526,SAN JOSE,CA,95112,829000,2,2,SAN JOSE,1421,1509,1997,2,583,600,Active,,,MLSListings,ML81757787,N,Y,37.3346801,-121.8861555
MLS Listing,,Condo/Co-op,52 Valmont Way,Ladera Ranch,CA,92694,449900,2,2,LD - Ladera Ranch,1275,,2004,2,353,434,Active,June-29-2019 11:00 AM,June-29-2019 02:00 PM,CRMLS,OC19146462,N,Y,33.5450613,-117.6442685
MLS Listing,,Single Family Residential,3390 Idlewild,Reno,NV,89509-2212,664900,5,3,Reno-Old Southwest,2954,10454,1965,2,225,,Active,,,NNRMLS,190009414,N,Y,39.5107337,-119.8513994
MLS Listing,,Single Family Residential,22 Pizarro Ave,Novato,CA,94949,999000,4,2.5,Novato,2068,6312,1998,2,483,13,Active,June-26-2019 09:30 AM,June-26-2019 12:30 PM,BAREIS,21915834,N,Y,38.0605537,-122.5165226
MLS Listing,,Single Family Residential,4417 Tallyho Dr,Sacramento,CA,95826,315000,3,2,Sacramento Rosemont/College Greens/Mayhew,1158,5201,1979,2,,,Active,,,MetroList,19043996,N,Y,38.542493,-121.350355
MLS Listing,,Condo/Co-op,1032 Los Gamos Rd Unit F,San Rafael,CA,94903,380000,2,1,San Rafael,,506603,,2,,560,Active,June-27-2019 10:30 AM,June-27-2019 02:00 PM,BAREIS,21915841,N,Y,38.0101328,-122.5437458
MLS Listing,,Single Family Residential,10711 Four Bears Dr,Bakersfield,CA,93312,375000,4,3,Bakersfield,2777,10019,1995,2,135,,Active,,,GEMLS,21907446,N,Y,35.3680703,-119.1223219
MLS Listing,,Condo/Co-op,53 Juneberry,Irvine,CA,92606,1050000,4,3,CG - Columbus Grove,2685,,2005,2,391,160,Active,,,CRMLS,OC19147140,N,Y,33.6929955,-117.8158905
MLS Listing,,Single Family Residential,1215 Adobe Ter,Vista,CA,92081,549000,3,2.5,Vista,1706,3295,1993,2,322,90,Active,June-29-2019 01:00 PM,June-29-2019 04:00 PM,SDMLS,190034446,N,Y,33.187914,-117.2685531
MLS Listing,,Townhouse,5420 Lindley Ave #22,Encino,CA,91316,715000,3,3,ENC - Encino,1890,112128,1973,2,378,395,Active,,,CRMLS,OC19147415,N,Y,34.1696558,-118.5265179
MLS Listing,,Single Family Residential,1021 Seneca Ct,Walnut Creek,CA,94598,1300000,4,2.5,Northgate,2114,9900,1972,2,615,,Active,,,Bridge MLS,40871361,N,Y,37.906361,-122.0171035
MLS Listing,,Single Family Residential,813 S Flintridge Dr,Santa Ana,CA,92704,664900,3,2,69 - Santa Ana South of First,1728,6000,1960,2,385,,Active,June-30-2019 01:00 PM,June-30-2019 04:00 PM,CRMLS,OC19146488,N,Y,33.7365036,-117.9353579
MLS Listing,,Single Family Residential,1009 Pinewood Ct,Madera,CA,93637,238500,2,2,Madera,1412,4910,1989,2,169,,Active,,,FRESNOMLS,525512,N,Y,36.9659406,-120.0911205
MLS Listing,,Single Family Residential,72 Avenida Martinez,El Sobrante,CA,94803,599000,3,2,Contra Costa,1485,8093,1965,2,403,,Active,June-30-2019 02:00 PM,June-30-2019 04:00 PM,BAREIS,21915835,N,Y,37.9668912,-122.2946509
MLS Listing,,Single Family Residential,604 E Boxwood Ln,Azusa,CA,91702,849900,4,3.5,607 - Azusa,2995,4795,2012,2,284,139,Active,June-30-2019 01:00 PM,June-30-2019 04:00 PM,CRMLS,PF19144796,N,Y,34.1434078,-117.8993826
MLS Listing,,Single Family Residential,1839 W Ranchero St,West Covina,CA,91790,578888,3,2,669 - West Covina,1191,7274,1953,2,486,,Active,,,CRMLS,BB19146800,N,Y,34.0855394,-117.9438243
MLS Listing,,Single Family Residential,5325 Trask St,Oakland,CA,94601,799000,4,2.5,Alameda County,2034,5301,1912,2,393,,Active,June-24-2019 10:00 AM,June-24-2019 01:00 PM,BAREIS,21915843,N,Y,37.7742138,-122.197951
MLS Listing,,Single Family Residential,28181 Bluebell Dr,Laguna Niguel,CA,92677,825000,4,2,LNLAK - Lake Area,2000,6344,1978,2,413,105,Active,,,CRMLS,OC19147229,N,Y,33.5536466,-117.70895
MLS Listing,,Single Family Residential,72 Rezzonico Dr,Henderson,NV,89011,785000,4,4.5,Lake Las Vegas,3603,9583,2014,2,218,200,Active,,,GLVAR,2107836,N,Y,36.1175669,-114.9292062
MLS Listing,,Single Family Residential,8042 Yule Tree Ln,Sebastopol,CA,95472,1375000,3,2,Sebastopol,2871,75794,1960,2,479,,Active,,,BAREIS,21915570,N,Y,38.3764449,-122.8358845
MLS Listing,,Single Family Residential,836 Mason Rd,Vista,CA,92084,549000,3,2,Vista,1814,21780,1973,2,303,,Active,,,SDMLS,190034374,N,Y,33.2418384,-117.2315788
MLS Listing,,Single Family Residential,5267 Belvedere St,Oakland,CA,94601,699000,2,1,Fairfax,1208,5200,1922,2,579,,Active,June-30-2019 01:00 PM,June-30-2019 04:00 PM,Bridge MLS,40871288,N,Y,37.7743274,-122.1999018
MLS Listing,,Single Family Residential,3909 Burge St,Riverside,CA,92505,468000,4,2,252 - Riverside,1697,7405,1972,2,276,,Active,,,CRMLS,IV19146590,N,Y,33.9073756,-117.4741976
MLS Listing,,Single Family Residential,25731 Poplar Ct,Moreno Valley,CA,92557,424990,4,3,259 - Moreno Valley,2405,16988,1990,2,177,,Active,,,CRMLS,IV19145344,N,Y,33.9528096,-117.2124689
MLS Listing,,Single Family Residential,3761 Woodhaven St,Simi Valley,CA,93063,599000,3,2,SVC - Central Simi,1650,6500,1968,2,363,,Active,,,CRMLS,BB19147032,N,Y,34.2800006,-118.7231942
MLS Listing,,Townhouse,44933 Bellflower Ln #116,Temecula,CA,92592,309900,2,1.75,SRCAR - Southwest Riverside County,1104,2178,2011,2,281,245,Active,,,CRMLS,SW19147002,N,Y,33.4717902,-117.1139911
MLS Listing,,Single Family Residential,3492 Pinewood Dr,Hayward,CA,94542,949800,5,3,Hayward Hills,2599,14141,1972,2,365,,Active,,,Bridge MLS,40871247,N,Y,37.6508797,-122.0304483
MLS Listing,,Single Family Residential,2032 Beckett Dr,El Dorado Hills,CA,95762,614900,4,2.5,El Dorado Hills,2741,7623,2006,2,,201,Active,,,MetroList,19043840,N,Y,38.6811863,-121.0338236
MLS Listing,,Single Family Residential,23243 Joaquin Ridge Dr,Murrieta,CA,92562,379900,3,2,SRCAR - Southwest Riverside County,1553,7405,1988,2,245,78,Active,,,CRMLS,SW19145287,N,Y,33.5767398,-117.2547747
MLS Listing,,Single Family Residential,1820 13th Ave,Delano,CA,93215,300000,5,3,Delano,2072,6098,1995,2,145,,Active,,,GEMLS,21907414,N,Y,35.7738707,-119.2310341
MLS Listing,,Condo/Co-op,110 S Prospect Ave #1,Redondo Beach,CA,90277,936000,3,3,155 - S Redondo Bch N of Torrance Bl,1855,12893,1988,2,505,362,Active,,,CRMLS,SB19143843,N,Y,33.8418783,-118.3760364
MLS Listing,,Condo/Co-op,4630 Willis Ave #106,Sherman Oaks,CA,91403,539900,2,2,SO - Sherman Oaks,1274,27008,1969,2,424,384,Active,,,CRMLS,BB19145880,N,Y,34.1549674,-118.4547072
MLS Listing,,Townhouse,4745 Canterbury Ct,Oceanside,CA,92056,415000,2,2,Oceanside,1260,5410,1979,2,329,6,Active,,,SDMLS,190034290,N,Y,33.2187608,-117.2729161
MLS Listing,,Single Family Residential,20475 W DANIEL Pl,Buckeye,AZ,85396,420000,5,3.5,VERRADO PARCEL 4.612,3460,9098,2005,2,121,114,Active,,,ARMLS,5942752,N,Y,33.494123,-112.5002269
MLS Listing,,Single Family Residential,553 N Baywood Ave,SAN JOSE,CA,95128,1099888,3,1,SAN JOSE,1134,5416,1950,2,970,,Active,,,MLSListings,ML81754493,N,Y,37.327586,-121.9454668
MLS Listing,,Condo/Co-op,1622 Rue De Valle,San Marcos,CA,92078,349900,2,1.5,San Marcos,957,214050,1975,2,366,280,Active,,,SDMLS,190034275,N,Y,33.13605632,-117.203133
MLS Listing,,Single Family Residential,1512 Tierra Buena Ct,Camarillo,CA,93010,579500,3,2.5,VC41 - Camarillo Central,1681,2367,1999,2,345,135,Active,,,CRMLS,BB19146879,N,Y,34.2144361,-119.0508795
MLS Listing,,Single Family Residential,7880 Iroquois St,Fontana,CA,92336,489000,4,3,264 - Fontana,1943,6000,1989,2,252,,Active,,,CRMLS,IV19145173,N,Y,34.1092748,-117.5030532
MLS Listing,,Single Family Residential,979 Dee Ct,Walnut Creek,CA,94597,1185500,4,2.5,Walnut Creek,2312,4530,2006,2,513,,Active,June-30-2019 01:00 PM,June-30-2019 04:00 PM,Bridge MLS,40871210,N,Y,37.9258809,-122.066048
MLS Listing,,Single Family Residential,4126 E Addington Dr,Anaheim Hills,CA,92807,615000,4,2,77 - Anaheim Hills,1240,5000,1970,2,496,,Active,,,CRMLS,OC19143829,N,Y,33.8462249,-117.828726
MLS Listing,,Single Family Residential,3801 Gardenia Ave,Long Beach,CA,90807,649900,2,1.5,"6 - Bixby, Bixby Knolls, Los Cerritos",1277,7356,1940,2,509,,Active,,,CRMLS,PW19142273,N,Y,33.826906,-118.1689283
MLS Listing,,Single Family Residential,497 Messina Pl,Oak Park,CA,91377,810000,3,2.5,AGOA - Agoura,1694,5520,1990,2,478,,Active,,,CRMLS,BB19146859,N,Y,34.1793925,-118.7864679
MLS Listing,,Single Family Residential,113 Nantucket Cir,Vacaville,CA,95687,474000,4,2,Vacaville 5,1824,5885,1989,2,260,,Active,,,BAREIS,21911739,N,Y,38.3530677,-121.9545767
MLS Listing,,Single Family Residential,12146 Sand Trap Row,San Diego,CA,92128,699000,3,2,Rancho Bernardo,1656,3498,1986,2,422,219,Active,,,SDMLS,190034247,N,Y,33.008274,-117.0717083
MLS Listing,,Single Family Residential,23798 Cedar Crk,Moreno Valley,CA,92557,368000,4,3,259 - Moreno Valley,1862,6098,1989,2,198,108,Active,,,CRMLS,EV19146659,N,Y,33.9681541,-117.2473351
MLS Listing,,Townhouse,9321 Chapman Ave #3,Garden Grove,CA,92841,480000,2,2,"61 - N of Gar Grv, S Of Ball, E of Knott, W of Dal",1601,,1979,2,300,220,Active,,,CRMLS,OC19136035,N,Y,33.7890422,-117.9694988
MLS Listing,,Single Family Residential,3229 Gosport Way,Rancho Cordova,CA,95670,420000,4,2.5,Ranch Cordova/Gold River,1713,2017,2017,3,,45,Active,,,MetroList,19042856,N,Y,38.58195,-121.281268
MLS Listing,,Single Family Residential,3905 Lasuen Dr,Sacramento,CA,95821,330000,3,1,Sacramento Arden/Arcade Creek/Vicinity,1189,7802,1950,3,,,Active,,,MetroList,19042898,N,Y,38.6134404,-121.374108
MLS Listing,,Single Family Residential,11950 Shoshone Ave,Granada Hills,CA,91344,1379000,4,3.5,GH - Granada Hills,3831,17476,1984,3,360,,Active,,,CRMLS,BB19146595,N,Y,34.288242,-118.5171864
MLS Listing,,Single Family Residential,199 W Via Olivera,Palm Springs,CA,92262,1190000,3,3.5,Palm Springs North End,2213,4041,2019,3,538,,Active,,,PALM,19-480596PS,N,Y,33.8503081,-116.5469755
MLS Listing,,Single Family Residential,9593 Benavente St,San Diego,CA,92129,715000,3,2,Rancho Penasquitos,1764,9191,1978,3,405,,Active,,,SDMLS,190034168,N,Y,32.9456836,-117.1136294
MLS Listing,,Single Family Residential,197 W Via Olivera,Palm Springs,CA,92262,1280000,2,2.5,Palm Springs North End,2465,5864,2019,3,519,,Active,,,PALM,19-480580PS,N,Y,33.8503083,-116.5469469
MLS Listing,,Single Family Residential,2750 E Venetia Rd,Palm Springs,CA,92262,599000,3,3,Palm Springs North End,2593,20038,1976,3,231,,Active,June-26-2019 10:00 AM,June-26-2019 12:00 PM,PALM,19-480550PS,N,Y,33.8507969,-116.5171838
MLS Listing,,Single Family Residential,3075 Shiles Loop,Brentwood,CA,94513,510000,3,2,Ca Spirit,1706,7500,1995,3,299,,Active,June-30-2019 01:00 PM,June-30-2019 04:00 PM,Bridge MLS,40871107,N,Y,37.9199735,-121.6882586
MLS Listing,,Condo/Co-op,194 California Ct,Mission Viejo,CA,92692,415000,2,2,MN - Mission Viejo North,880,,1993,3,472,357,Active,,,CRMLS,OC19145082,N,Y,33.6585451,-117.6407536
MLS Listing,,Single Family Residential,2729 Abbey Gln,Escondido,CA,92027,429000,3,2,East Escondido,1032,5025,1985,3,416,135,Active,June-23-2019 07:00 AM,June-23-2019 08:00 PM,SDMLS,190034105,N,Y,33.1425805,-117.0365261
MLS Listing,,Single Family Residential,546 Verbena Ct,Encinitas,CA,92024,1469000,5,5.5,Encinitas,3789,7966,2002,3,388,198,Active,,,SDMLS,190034100,N,Y,33.0554767,-117.271699
MLS Listing,,Single Family Residential,8930 Las Montanas Ave,Las Vegas,NV,89147,499999,3,2.75,Spring Valley,3178,15246,1996,3,157,177,Active,,,GLVAR,2106164,N,Y,36.1040502,-115.2861431
MLS Listing,,Condo/Co-op,5399 Twin Lakes Dr,Cypress,CA,90630,419000,2,1.75,"57 - Cypress N of Orangewood, S Of Katella",993,,1979,3,422,435,Active,,,CRMLS,OC19142989,N,Y,33.833906,-118.038201
MLS Listing,,Single Family Residential,202 Calle Belleza,Lake Forest,CA,92630,899999,4,3.5,LN - Lake Forest North,2240,2799,2017,3,402,214,Active,,,CRMLS,OC19139461,N,Y,33.668573,-117.690346
MLS Listing,,Single Family Residential,707 Gray Dawn Dr,Rocklin,CA,95765,675000,4,4.5,West Rocklin/Zip 95765,2958,6050,2018,3,,84,Active,,,MetroList,19042886,N,Y,38.8352774,-121.2729861
MLS Listing,,Single Family Residential,816 Pleasant St,Roseville,CA,95678,425000,2,1,Central Roseville/zip 95678,1287,13926,1954,3,,,Active,,,MetroList,19042858,N,Y,38.7540635,-121.2977496
MLS Listing,,Condo/Co-op,461 Waller St,San Francisco,CA,94117,1350000,2,2,Hayes Valley,,,,3,,,Active,,,San Francisco MLS,486449,N,Y,37.7708796,-122.4311835
MLS Listing,,Condo/Co-op,1863 Northshore Dr,Richmond,CA,94804,749000,3,3.5,Richmond,2053,2500,2006,3,365,315,Active,,,Bridge MLS,40871076,N,Y,37.916662,-122.353805
MLS Listing,,Condo/Co-op,5416 Zelzah Ave #304,Encino,CA,91316,710000,2,3,ENC - Encino,2300,14834,1977,3,309,490,Active,,,CRMLS,BB19146114,N,Y,34.1691637,-118.5216761
MLS Listing,,Single Family Residential,2301 Roark Dr,Alhambra,CA,91803,788000,3,1.75,601 - Alhambra,1627,8337,1948,3,484,,Active,,,CRMLS,PF19144750,N,Y,34.0672509,-118.1401776
MLS Listing,,Single Family Residential,13347 Weddington St,Sherman Oaks,CA,91401,1299000,4,3,SO - Sherman Oaks,2182,7199,1954,3,595,,Active,,,CRMLS,BB19146040,N,Y,34.1669454,-118.4242055
MLS Listing,,Condo/Co-op,616 Mente Linda Loop,MILPITAS,CA,95035,899888,2,2,MILPITAS,1300,435,2007,3,692,301,Active,,,MLSListings,ML81757447,N,Y,37.423132,-121.907841
MLS Listing,,Townhouse,9 Hansen Ct,Moraga,CA,94556,969000,3,2.5,Carroll Ranch,2095,3328,1984,3,463,330,Active,June-30-2019 01:00 PM,June-30-2019 04:00 PM,Bridge MLS,40871041,N,Y,37.8636959,-122.125879
MLS Listing,,Condo/Co-op,6720 Hillpark Dr #303,Los Angeles,CA,90068,515000,1,1,C20 - Hollywood,952,509464,1966,3,541,582,Active,June-25-2019 11:00 AM,June-25-2019 02:00 PM,CRMLS,PF19143227,N,Y,34.1173368,-118.3396574
MLS Listing,,Single Family Residential,835 W J St,Ontario,CA,91762,419900,3,1,686 - Ontario,1122,6864,1950,3,374,,Active,,,CRMLS,IV19145140,N,Y,34.0757657,-117.6643267
MLS Listing,,Single Family Residential,3106 N 190TH Dr,Litchfield Park,AZ,85340,485000,3,3,LITCHFIELD FARMS,2947,43680,2004,3,165,99,Active,June-29-2019 11:00 AM,June-29-2019 02:00 PM,ARMLS,5942197,N,Y,33.481617,-112.469514
MLS Listing,,Single Family Residential,8227 Cripple Oak Ct,Citrus Heights,CA,95610,444900,4,3,Citrus Heights,2322,7405,1978,3,,,Active,,,MetroList,19043314,N,Y,38.7160304,-121.2535382
MLS Listing,,Single Family Residential,33 Contrada Fiore Dr,Henderson,NV,89011,625000,3,2.5,Lake Las Vegas,2639,8276,2013,3,237,110,Active,,,GLVAR,2105656,N,Y,36.0929009,-114.9366227
MLS Listing,,Single Family Residential,1081 Camellia Dr,Alameda,CA,94502,930000,3,2,Bay Farm Island,1623,6800,1966,3,573,,Active,June-29-2019 02:00 PM,June-29-2019 04:00 PM,Bridge MLS,40871018,N,Y,37.7325704,-122.2399744
MLS Listing,,Single Family Residential,5845 Green Glen Way,Sacramento,CA,95842,309900,3,2,Sacramento Foothill Farms,1240,6098,1963,3,,,Active,,,MetroList,19043342,N,Y,38.674183,-121.3560171
MLS Listing,,Single Family Residential,6601 Dawson Way,Sacramento,CA,95823,279000,3,2,Sacramento Franklin/Freeport/Vicinity,1319,6098,1959,3,,,Active,,,MetroList,19042184,N,Y,38.5066031,-121.4404286
MLS Listing,,Single Family Residential,9420 Secretariat Ln,Elk Grove,CA,95624,899000,3,2.5,Elk Grove,3252,38982,2004,3,,133,Active,,,MetroList,19041168,N,Y,38.4185126,-121.3179275
MLS Listing,,Single Family Residential,4960 Yvonne Way,Sacramento,CA,95823,239900,3,2.5,Sacramento Franklin/Freeport/Vicinity,1663,4792,1986,3,,,Active,,,MetroList,19042766,N,Y,38.4628221,-121.4416634
MLS Listing,,Single Family Residential,2340 Mcgregor Dr,Rancho Cordova,CA,95670,295900,3,2,Ranch Cordova/Gold River,1097,7850,1962,3,,,Active,,,MetroList,19042745,N,Y,38.6095955,-121.2881845
MLS Listing,,Single Family Residential,1190 Nottaway Dr,South Lake Tahoe,CA,96150,339000,3,1.5,Pioneer Trail,1120,10019,1977,3,303,,Active,,,STARMLS,131062,N,Y,38.8834883,-119.9924125
MLS Listing,,Condo/Co-op,930 Via Mil Cumbres #82,Solana Beach,CA,92075,524900,2,1,Solana Beach,982,243720,1979,3,535,415,Active,,,SDMLS,190033957,N,Y,32.9976865,-117.2527985
MLS Listing,,Single Family Residential,29055 Palm View St,Lake Elsinore,CA,92530,409900,4,2,SRCAR - Southwest Riverside County,1924,9583,1989,3,213,,Active,,,CRMLS,SW19144868,N,Y,33.698011,-117.3931589
MLS Listing,,Single Family Residential,1580 Loma Alta,San Marcos,CA,92069,620000,3,2,San Marcos,2006,5074,2004,3,309,120,Active,,,SDMLS,190033937,N,Y,33.1562885,-117.1950112
MLS Listing,,Condo/Co-op,1688 Pine St Unit E606,San Francisco,CA,94109,1398000,2,2,Van Ness/Civic Center,993,,2016,3,1408,758,Active,June-25-2019 09:00 AM,June-25-2019 10:30 AM,San Francisco MLS,486454,N,Y,37.789553,-122.4232788
MLS Listing,,Single Family Residential,153 Terrace Dr,Vista,CA,92084,499000,3,2,Vista,1682,4748,1978,3,297,,Active,,,SDMLS,190033936,N,Y,33.1968414,-117.237941
MLS Listing,,Single Family Residential,1862 Chapulin Ln,Fallbrook,CA,92028,524900,4,2,283 - North San Diego County,2108,25700,1971,3,249,,Active,June-23-2019 07:00 AM,June-23-2019 08:00 PM,CRMLS,SW19144016,N,Y,33.3669089,-117.219176
MLS Listing,,Single Family Residential,15810 Rinaldi St,Granada Hills,CA,91344,650000,3,2,GH - Granada Hills,1736,8400,1963,3,374,,Active,,,CRMLS,BB19141802,N,Y,34.2788533,-118.4764629
MLS Listing,,Townhouse,1036 Clubhouse Dr,Hayward,CA,94541,549800,3,2.5,Skywest,1332,1129,1973,3,413,415,Active,,,Bridge MLS,40870986,N,Y,37.6677918,-122.125823
MLS Listing,,Single Family Residential,13737 Tradition St,San Diego,CA,92128,769900,3,2,Rancho Bernardo,1533,5540,1992,3,502,44,Active,,,SDMLS,190033929,N,Y,32.9695798,-117.0718462
MLS Listing,,Condo/Co-op,3222 Glendora Dr #202,SAN MATEO,CA,94403,598000,1,1,SAN MATEO,807,26554,1973,3,741,482,Active,June-25-2019 10:00 AM,June-25-2019 01:00 PM,MLSListings,ML81757381,N,Y,37.532082,-122.3268381
MLS Listing,,Townhouse,1303 Victoria Ter,SUNNYVALE,CA,94087,1099000,2,2.5,SUNNYVALE,1548,1193,1987,3,710,300,Active,June-29-2019 01:00 PM,June-29-2019 04:00 PM,MLSListings,ML81757380,N,Y,37.351796,-122.034251
MLS Listing,,Single Family Residential,215 Montclair Rd,LOS GATOS,CA,95032,2499000,4,2.5,LOS GATOS,2424,11404,1966,3,1031,,Active,,,MLSListings,ML81757379,N,Y,37.2545411,-121.989987
MLS Listing,,Townhouse,13327 N 152ND Ave,Surprise,AZ,85379,278000,4,3,MARLEY PARK PARCEL 3,2607,5072,2006,3,107,197,Active,June-30-2019 11:00 AM,June-30-2019 02:00 PM,ARMLS,5942075,N,Y,33.605541,-112.387279
MLS Listing,,Single Family Residential,23970 Deerfern Ave,Moreno Valley,CA,92553,349900,3,2,259 - Moreno Valley,1543,11326,1981,3,227,,Active,,,CRMLS,EV19144929,N,Y,33.9276144,-117.2442565
MLS Listing,,Condo/Co-op,291 Riverdale Ct #125,Camarillo,CA,93012,400000,2,2,VC45 - Mission Oaks,1161,1212,2006,3,345,369,Active,,,CRMLS,BB19145723,N,Y,34.2112081,-119.0270821
MLS Listing,,Single Family Residential,1319 W 103rd St,Los Angeles,CA,90044,439000,2,1,CMetropolitan Southwest,888,4571,1927,3,494,,Active,June-25-2019 11:00 AM,June-25-2019 02:00 PM,PFAR,819002871,N,Y,33.9434087,-118.2989098
MLS Listing,,Single Family Residential,8449 Misty Oak Way,Antelope,CA,95843,414900,4,2.5,Sacramento Antelope,1893,6817,1990,3,,,Active,,,MetroList,19043352,N,Y,38.72364,-121.356324
MLS Listing,,Single Family Residential,2984 Alves Ranch Rd,Pittsburg,CA,94531,730000,4,3.5,San Marco,3088,8184,2016,4,236,,Active,,,Bridge MLS,40870957,N,Y,38.00976,-121.959198
MLS Listing,,Single Family Residential,1235 Pasteur Dr,Lancaster,CA,93535,280000,3,2,Lancaster,1531,6513,1982,4,183,,Active,,,TheMLS,19-479268,N,Y,34.6779731,-118.1058898
MLS Listing,,Condo/Co-op,736 Southview Rd #5,Arcadia,CA,91007,599000,2,1.75,605 - Arcadia,1594,15061,1975,4,376,235,Active,,,CRMLS,PF19144561,N,Y,34.1299742,-118.056026
MLS Listing,,Single Family Residential,10537 Rubicon Ave,Stockton,CA,95219,439999,4,3,far Northwest Stockton,2668,7388,2003,4,,70,Active,June-30-2019 02:00 PM,June-30-2019 04:00 PM,MetroList,19042706,N,Y,38.0527429,-121.3879089
MLS Listing,,Multi-Family (2-4 Unit),3460-3462 Moorpark Ave,SAN JOSE,CA,95117,1225000,4,,SAN JOSE,2020,8002,1956,4,606,,Active,,,MLSListings,ML81757308,N,Y,37.3158783,-121.9590674
MLS Listing,,Single Family Residential,2042 Dunnigan St,Camarillo,CA,93010,619900,5,2,VC42 - Camarillo Heights,1840,7904,1965,4,337,,Active,,,CRMLS,BB19145268,N,Y,34.2289852,-119.0436515
MLS Listing,,Condo/Co-op,300 N El Molino Ave #118,Pasadena,CA,91101,509000,2,2,646 - Pasadena (NE),982,52519,1987,4,518,484,Active,,,CRMLS,PF19144544,N,Y,34.1508711,-118.1363842
MLS Listing,,Condo/Co-op,10151 Arrow #98,Rancho Cucamonga,CA,91730,245000,2,1,688 - Rancho Cucamonga,880,880,1986,4,278,300,Active,,,CRMLS,IV19143524,N,Y,34.0975905,-117.5835776
MLS Listing,,Condo/Co-op,6525 Calle Koral,Goleta,CA,93117,739000,3,2.5,Santa Barbara/gol South,1494,,2017,4,495,,Active,,,SBMLS,19-2166,N,Y,34.4354125,-119.8550552
MLS Listing,,Single Family Residential,12206 Toluca Dr,San Ramon,CA,94583,1215000,4,2,Ranch Ramon,2112,10000,1978,4,575,,Active,,,Bridge MLS,40870852,N,Y,37.7530795,-121.9414004
MLS Listing,,Single Family Residential,6450 Ramblewood Pl,Livermore,CA,94551,1055500,4,3,Livermore,2754,7882,2012,4,383,,Active,,,Bridge MLS,40870840,N,Y,37.7188524,-121.7182545
MLS Listing,,Single Family Residential,4405 Alonzo Ave,Encino,CA,91316,1699999,3,4,ENC - Encino,2665,18869,1956,4,638,,Active,,,CRMLS,BB19142300,N,Y,34.1503133,-118.5221351
MLS Listing,,Single Family Residential,2341 Cooley Pl,Pasadena,CA,91104,949000,3,2,Pasadena NE,1752,8812,1925,4,542,,Active,,,PFAR,819002859,N,Y,34.1636345,-118.1018206
MLS Listing,,Single Family Residential,6 John St,Ladera Ranch,CA,92694,1299999,6,4.5,LD - Ladera Ranch,3669,8169,2006,4,354,411,Active,,,CRMLS,OC19144880,N,Y,33.5344931,-117.6428655
MLS Listing,,Single Family Residential,316 Autumn Palace Ct,Las Vegas,NV,89144,390000,3,2.5,Summerlin,2057,4792,1998,4,190,50,Active,,,GLVAR,2106139,N,Y,36.1769246,-115.3278124
MLS Listing,,Condo/Co-op,12124 Goshen Ave #103,Los Angeles,CA,90049,1125000,2,3,Brentwood,1746,21059,1974,4,644,556,Active,June-25-2019 11:00 AM,June-25-2019 02:00 PM,TheMLS,19-479408,N,Y,34.0444805,-118.4691164
