SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,23740 Cruise Circle Dr,Canyon Lake,CA,92587,649900,4,3.5,SRCAR - Southwest Riverside County,3333,10890,2002,23,195,256,Active,June-29-2019 01:00 PM,June-29-2019 04:00 PM,CRMLS,SW19126797,N,Y,33.6778442,-117.2439668
MLS Listing,,Single Family Residential,2865 Winesap Cir,Placerville,CA,95667,419900,4,3,Greater Placerville,1881,5881,2018,23,,,Active,,,MetroList,19037410,N,Y,38.729673,-120.84731
MLS Listing,,Single Family Residential,28 Garner Dr,Novato,CA,94947,1194000,6,3,Novato,3364,31990,1975,23,355,,Active,,,BAREIS,21913715,N,Y,38.0877648,-122.578831
MLS Listing,,Condo/Co-op,318 Park Place Dr,Petaluma,CA,94954,524000,3,2.5,Petaluma East,1503,1045,1983,23,349,334,Active,,,BAREIS,21913714,N,Y,38.257302,-122.632213
MLS Listing,,Condo/Co-op,25712 Le Parc #9,Lake Forest,CA,92630,339000,1,1,LN - Lake Forest North,733,,1983,23,462,357,Active,,,CRMLS,OC19126537,N,Y,33.6420867,-117.6795187
MLS Listing,,Single Family Residential,5699 Milgrove Way,Chino Hills,CA,91709,639900,4,3,682 - Chino Hills,2198,4000,2001,23,291,45,Active,June-24-2019 07:00 AM,June-24-2019 06:00 PM,CRMLS,IV19126110,N,Y,33.9606795,-117.6807568
MLS Listing,,Single Family Residential,2841 Searidge St,Malibu,CA,90265,1399000,5,4,Malibu,2297,5393,1950,23,609,,Active,June-26-2019 12:00 PM,June-26-2019 02:00 PM,TheMLS,19-460738,N,Y,34.0459846,-118.7411865
MLS Listing,,Single Family Residential,2516 San Fernando Way,Sacramento,CA,95818,399900,3,2,Sacramento Land Park/Curtis Park,976,3049,1923,23,,,Active,,,MetroList,19037241,N,Y,38.5566795,-121.4762472
MLS Listing,,Single Family Residential,3057 E Chaparral St,Ontario,CA,91761,549900,4,2,686 - Ontario,2092,6600,1993,23,263,,Active,June-24-2019 07:00 AM,June-24-2019 06:00 PM,CRMLS,IV19126118,N,Y,34.0087781,-117.5828892
MLS Listing,,Single Family Residential,122 S Lime St,Orange,CA,92868,629000,2,2,OTO - Old Towne Orange,960,6360,1948,23,655,,Active,,,CRMLS,OC19125009,N,Y,33.787429,-117.8642332
