RegionName,State,Metro,CountyName,SizeRank,Jan-19,Feb-19,Mar-19,Apr-19,May-19
Bottineau,ND,,Bottineau County,6622,204499.5,186400,209000,209000,232000
Roland,AR,Little Rock-North Little Rock-Conway,Pulaski County,6623,350000,350000,340000,324924,350000
Mt Joy,PA,Gettysburg,Adams County,6623,323990,351417,362934,359900,339900
Danbury,WI,,Burnett County,6625,164950,164950,179200,189450,189000
Highland Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,6626,669000,677000,679000,675000,674999.5
Capitol Heights,MD,Washington-Arlington-Alexandria,Prince Georges County,6627,225000,229900,249945,232450,229950
Lake George,NY,Glens Falls,Warren County,6628,362450,354900,359900,344000,325000
Damascus,PA,,Wayne County,6629,249000,249000,249500,249500,249500
Montverde,FL,Orlando-Kissimmee-Sanford,Lake County,6629,399900,399969,406381,410850,419500
Barrett,PA,East Stroudsburg,Monroe County,6631,224900,245000,224900,232450,255000
Mitchellville,IA,Des Moines-West Des Moines,Polk County,6632,31900,29900,31900,32000,32000
Country Lake Estates,NJ,Philadelphia-Camden-Wilmington,Burlington County,6633,154900,159900,164900,169900,169900
Cookson,OK,Tahlequah,Cherokee County,6634,149900,152200,149900,170000,170000
Oroville,WA,,Okanogan County,6635,269350,265000,287800,299000,294000
Woodstown,NJ,Philadelphia-Camden-Wilmington,Salem County,6636,165000,162499.5,169000,185000,188400
Barnardsville,NC,Asheville,Buncombe County,6637,382000,390000,397000,397000,399999
Union,PA,Reading,Berks County,6638,308800.5,312772,311058,311064,311558
Loughman,FL,Lakeland-Winter Haven,Polk County,6639,239900,227450,243748,247990,246490
Bay Hill,FL,Orlando-Kissimmee-Sanford,Orange County,6639,725000,762250,785000,795000,767000
Perry,OK,,Noble County,6641,89900,85000,84900,85000,85000
Green,NJ,New York-Newark-Jersey City,Sussex County,6641,375000,364900,399000,399900,454950
Bushnell,IL,Macomb,McDonough County,6643,89900,84950,94900,88450,79900
Sterlington,LA,Monroe,Ouachita Parish,6644,237500,238700,240400,242500,244800
New Kent,VA,Richmond,New Kent County,6645,289000,284900,284950,279900,282015
Running Springs,CA,Riverside-San Bernardino-Ontario,San Bernardino County,6646,249000,244999,246000,249900,249900
Carmi,IL,,White County,6647,79900,84900,79999,89700,83000
Bethlehem,CT,Torrington,Litchfield County,6648,329000,325000,329000,348000,348500
South Mills,NC,Elizabeth City,Camden County,6649,289900,298900,297900,285900,295900
Lowville,NY,,Lewis County,6649,122400,124900,129900,129900,138000
Gatlinburg,TN,Sevierville,Sevier County,6651,274950,275000,275000,285500,292249.5
Heber,AZ,Show Low,Navajo County,6651,258000,262400,259900,259900,249900
Fredon,NJ,New York-Newark-Jersey City,Sussex County,6653,334200,359000,374900,369950,365000
Granger,IA,Des Moines-West Des Moines,Polk County,6654,246450,246450,251800,235150,238000
Elgin,TX,Austin-Round Rock,Bastrop County,6655,215000,210995,204000,210445,199450
Saltlick,PA,Pittsburgh,Fayette County,6656,290000,290000,294500,294500,254900
East Sandwich,MA,Barnstable Town,Barnstable County,6657,549000,520000,520000,520000,510000
Middletown,NY,,Delaware County,6658,275000,289000,275000,289500,298700
Essexville,MI,Bay City,Bay County,6659,83900,83900,83900,84900,92250
South Lebanon,OH,Cincinnati,Warren County,6660,277945,270445,280900,287595,289490
Bloomsbury,NJ,New York-Newark-Jersey City,Hunterdon County,6661,239000,223500,245000,259000,259000
London Britain,PA,Philadelphia-Camden-Wilmington,Chester County,6662,384000,359900,359900,412500,413250
Loxahatchee Groves,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,6663,635000,6.00E+05,584900,650000,609500
Brusly,LA,Baton Rouge,West Baton Rouge Parish,6664,236860,245000,248700,248900,240000
Santa Teresa,NM,Las Cruces,Dona Ana County,6664,214000,215000,214975,214900,218000
Monmouth Beach,NJ,New York-Newark-Jersey City,Monmouth County,6664,699900,750000,739900,799000,750000
Mount Pocono,PA,East Stroudsburg,Monroe County,6667,144900,139000,129800,149900,173900
Sunapee,NH,Claremont-Lebanon,Sullivan County,6668,319500,319500,349000,388000,425000
Lakemoor,IL,Chicago-Naperville-Elgin,McHenry County,6668,160000,153450,174900,165200,169900
Sublimity,OR,Salem,Marion County,6670,409950,409950,423950,423950,423950
Theresa,NY,Watertown-Fort Drum,Jefferson County,6670,189900,170625,159700,177500,180000
Agua Dulce,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,6672,825000,822499.5,849000,849900,899999
Tuckerton,NJ,New York-Newark-Jersey City,Ocean County,6673,225000,225000,220000,225000,231400
Groveland,CA,Sonora,Tuolumne County,6674,299000,299900,299900,299900,299900
Hopewell Junction,NY,New York-Newark-Jersey City,Dutchess County,6675,507545,517245,507545,505995,506770
Troy,MT,,Lincoln County,6676,269900,284000,323500,325000,325000
Midway,UT,Heber,Wasatch County,6677,594000,595950,592000,595950,595950
Lillian,AL,Daphne-Fairhope-Foley,Baldwin County,6677,216950,206800,206275,207400,219300
Homer,AK,,Kenai Peninsula Borough,6679,294500,292500,295000,297000,299000
Vail,AZ,Tucson,Pima County,6680,270000,276000,279500,280000,284995
Jacksons Gap,AL,Alexander City,Tallapoosa County,6681,404450,404450,449000,499000,5.00E+05
McCleary,WA,Aberdeen,Grays Harbor County,6682,237250,225000,239999.5,246449.5,232500
Strasburg,CO,Denver-Aurora-Lakewood,Adams County,6683,405000,422250,417020.5,397500,394950
Mio,MI,,Oscoda County,6684,79000,65000,59950,62450,65000
Mason City,IL,,Mason County,6685,83900,83900,84900,84900,84900
Chester,NY,Glens Falls,Warren County,6686,199900,199900,189000,207000,241250
Stateline,NV,Gardnerville Ranchos,Douglas County,6687,557450,570000,499000,509000,519000
Alton,MO,,Oregon County,6688,87250,99250,99250,99500,99500
Richwood,TX,Houston-The Woodlands-Sugar Land,Brazoria County,6689,251945,246450,253990,256990,249250
Wellsboro,PA,,Tioga County,6690,145000,145000,140950,142000,142500
Campton,NH,Claremont-Lebanon,Grafton County,6691,179900,186950,182000,184000,194450
Port Ludlow,WA,,Jefferson County,6691,499999.5,499000,477500,472200,474950
Fairway,KS,Kansas City,Johnson County,6693,527475,487500,499475,474950,437000
Lamoni,IA,,Decatur County,6694,75950,69250,70000,77700,88750
North Hills,NY,New York-Newark-Jersey City,Nassau County,6694,1500000,1596500,1584000,1625000,1548000
Moreland Hills,OH,Cleveland-Elyria,Cuyahoga County,6696,504450.5,525000,549000,545000,525000
Anderson,TX,,Grimes County,6697,325000,330000,330000,330000,271750
Seaford,VA,Virginia Beach-Norfolk-Newport News,York County,6698,414900,407000,414900,414900,425000
Wedowee,AL,,Randolph County,6699,382000,362449.5,369000,385000,387000
Hollywood,SC,Charleston-North Charleston,Charleston County,6700,435000,442000,450000,454500,427400
Tybee Island,GA,Savannah,Chatham County,6700,499000,495450,494900,499000,494900
Lanark,IL,,Carroll County,6702,256500,251950,254450,261950,269450
Bunnlevel,NC,Dunn,Harnett County,6703,209000,205000,199900,199900,193900
Lake Placid,NY,,Essex County,6704,622000,619000,585000,539750,549000
Palmyra,PA,New York-Newark-Jersey City,Pike County,6705,214000,210000,225000,229000,229450
Franklin,MI,Detroit-Warren-Dearborn,Oakland County,6706,599450,619900,625000,654500,612000
El Prado,NM,Taos,Taos County,6707,413000,399990,399900,432500,425000
Ridgway,CO,,Ouray County,6708,699000,749000,699000,690000,689000
Cherokee Village,AR,,Sharp County,6709,79400,79900,80900,89388.5,89388.5
Abilene,KS,,Dickinson County,6710,119150,121250,124450,120000,124200
Agua Dulce,TX,El Paso,El Paso County,6711,151925,152450,154925,159445,170950
Lexington,MI,,Sanilac County,6712,145000,155000,154900,136500,135000
Whitehall,MT,Helena,Jefferson County,6712,293000,293000,293000,277450,293000
Saddle River,NJ,New York-Newark-Jersey City,Bergen County,6714,2624000,2497000,2499000,2495000,2375000
California,PA,Pittsburgh,Washington County,6714,74900,74450,74900,74950,84950
Lawrence,NJ,Vineland-Bridgeton,Cumberland County,6714,164400,149900,149900,149900,130000
Pistakee Highlands,IL,Chicago-Naperville-Elgin,McHenry County,6717,149900,142700,154900,157900,159900
Shaftsbury,VT,Bennington,Bennington County,6718,249000,279900,269000,269900,274000
Mecosta,MI,Big Rapids,Mecosta County,6719,125000,110000,104500,119900,125000
Marathon,FL,Key West,Monroe County,6719,560000,549500,549000,577000,555000
Carbondale,CO,Glenwood Springs,Garfield County,6721,699000,750000,699000,729000,749500
Indian Head Park,IL,Chicago-Naperville-Elgin,Cook County,6721,261950,264000,259250,249950,258000
Brady,TX,,McCulloch County,6723,134950,126700,129900,137500,119000
North Fork,CA,Madera,Madera County,6724,304950,3.00E+05,304950,299900,299900
Clarksville,VA,,Mecklenburg County,6725,235000,244900,254500,239450,235000
Indian Rocks Beach,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,6726,586000,588500,559499.5,535000,543500
Sheffield,MA,Pittsfield,Berkshire County,6727,425000,422500,425000,427000,425000
Bronston,KY,Somerset,Pulaski County,6728,149900,149025,153450,154900,156950
Mammoth Spring,AR,,Fulton County,6729,154750,160000,164950,164900,159950
Oakland,FL,Orlando-Kissimmee-Sanford,Orange County,6730,328990,330990,336995,349570,343850
Hamburg,NJ,New York-Newark-Jersey City,Sussex County,6731,189450,179900,169900,177172,179900
Mayville,NY,Jamestown-Dunkirk-Fredonia,Chautauqua County,6732,286500,259000,269950,275000,295000
Nibley,UT,Logan,Cache County,6733,314075,317500,314950,319500,329950
Kennebunkport,ME,Portland-South Portland,York County,6734,779000,724500,650000,649500,649500
Long Beach,WA,,Pacific County,6735,212500,199000,225000,221975,237075
Zirconia,NC,Asheville,Henderson County,6736,419900,450000,450000,439500,439900
Ketchum,ID,Hailey,Blaine County,6736,1250000,1199000,1245000,1175000,1245000
Driggs,ID,Jackson,Teton County,6738,4.00E+05,376500,376500,359000,389500
Butler Beach,FL,Jacksonville,Saint Johns County,6739,364500,369450,349900,355000,349000
Rye,NH,Boston-Cambridge-Newton,Rockingham County,6740,949000,979000,917000,895000,850000
Red Oak,IA,,Montgomery County,6741,80000,88000,84000,92000,99000
Eastport,NY,New York-Newark-Jersey City,Suffolk County,6742,662000,654000,677499.5,739495,649990
Swanton,MD,,Garrett County,6743,464450,444900,395000,439900,475000
Brewton,AL,Atmore,Escambia County,6744,146500,147500,142000,134750,146500
Clarkdale,AZ,Prescott,Yavapai County,6745,323867.5,352450,349900,327500,328500
Stephenson,VA,Winchester,Frederick County,6745,318945,324945,324990,349990,339900
Smithfield,UT,Logan,Cache County,6747,328800,327700,314000,320525,332350
Lakebay,WA,Seattle-Tacoma-Bellevue,Pierce County,6748,329000,324950,324950,340000,334950
Hancock,NY,,Delaware County,6749,139000,139000,119000,124000,119000
Carefree,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,6750,798000,824900,824950,826950,824900
Lake Park,NC,Charlotte-Concord-Gastonia,Union County,6751,263900,272450,272450,269900,275000
Branford,FL,,Suwannee County,6752,192400,192400,199000,209000,217950
Ault,CO,Greeley,Weld County,6752,332345,327193,332900,332900,331774
Saint Michaels,MD,Easton,Talbot County,6754,595000,597450,595000,599900,549450
Howey in the Hills,FL,Orlando-Kissimmee-Sanford,Lake County,6755,287495,294990,297279.5,299900,295704
Onancock,VA,,Accomack County,6755,202450,199250,199950,214400,214450
Wrightstown,PA,Philadelphia-Camden-Wilmington,Bucks County,6757,769900,749900,751609.5,733850,734721.5
Weaverville,CA,,Trinity County,6758,299000,299000,314500,299000,289000
Cave Springs,AR,Fayetteville-Springdale-Rogers,Benton County,6758,315000,329450,322000,325000,326250
Neshkoro,WI,,Marquette County,6760,164200,176950,188000,171450,154900
Rockport,ME,,Knox County,6761,382500,393000,4.00E+05,397500,4.00E+05
Gibbstown,NJ,Philadelphia-Camden-Wilmington,Gloucester County,6762,150000,149950,169900,167249.5,167450
Marshall,PA,Pittsburgh,Allegheny County,6763,409999,413980,418005,439000,437410
Chester,VT,Claremont-Lebanon,Windsor County,6764,259000,269000,251500,282000,287000
Keswick,VA,Charlottesville,Albemarle County,6765,596300,589900,549450,594450,593450
Wild Rose,WI,,Waushara County,6766,189900,187447.5,192447.5,199900,224497.5
Maidens,VA,Richmond,Goochland County,6767,474225,456950,448950,458950,475000
Eden,UT,Ogden-Clearfield,Weber County,6768,349900,389000,419900,419900,434900
Lucerne,CA,Clearlake,Lake County,6769,264999.5,269949.5,257450,242000,248000
Logandale,NV,Las Vegas-Henderson-Paradise,Clark County,6770,383500,359990,359990,359990,356995
Bear Lake,MI,,Manistee County,6771,175000,188450,188450,210000,214900
Malta,MT,,Phillips County,6772,209000,198500,193000,183000,181000
Paonia,CO,,Delta County,6773,264200,299000,299000,319000,282450
Wadmalaw Island,SC,Charleston-North Charleston,Charleston County,6773,719000,719000,737500,732500,750000
Saranac Lake,NY,Malone,Franklin County,6775,178950,194499.5,209999,199000,194000
Powell Butte,OR,Prineville,Crook County,6776,605000,699500,692250,699500,699700
Franklin,NJ,Allentown-Bethlehem-Easton,Warren County,6776,275000,277780,275000,281390,299000
Churchill,PA,Pittsburgh,Allegheny County,6778,204900,204900,199949.5,193750,211750
Mansfield,NJ,Allentown-Bethlehem-Easton,Warren County,6778,294945,297450,299900,309660,292000
Freeland,WA,Oak Harbor,Island County,6780,389000,399950,432500,432500,484500
Copake,NY,Hudson,Columbia County,6781,278000,302500,267500,270000,275000
Knowlton,NJ,Allentown-Bethlehem-Easton,Warren County,6782,240900,224900,254500,253500,239200
King City,OR,Portland-Vancouver-Hillsboro,Washington County,6783,322500,332500,344700,342250,339500
Pratt,KS,,Pratt County,6783,87000,87250,86750,83750,82500
Ritzville,WA,Othello,Adams County,6783,130997.5,135500,143000,145000,149950
Victoria,MN,Minneapolis-St. Paul-Bloomington,Carver County,6786,475445,475945,477990,472400,464900
New Hill,NC,Raleigh,Wake County,6787,357620,352250,352620,359900,369990
Longboat Key,FL,North Port-Sarasota-Bradenton,Sarasota County,6788,6.00E+05,629900,649900,644000,629000
Maple Falls,WA,Bellingham,Whatcom County,6789,256000,237500,224294,224294,229750
South Annville,PA,Lebanon,Lebanon County,6790,289900,290500,290900,295300,297200
Astor,FL,Orlando-Kissimmee-Sanford,Lake County,6791,250450,259450,299000,284408,284408
Milan,OH,Sandusky,Erie County,6792,179950,182325,187050,186300,192300
Rossmoor,NJ,New York-Newark-Jersey City,Middlesex County,6793,115000,124800,122450,119900,132000
Boyce,VA,Washington-Arlington-Alexandria,Clarke County,6794,316990,305495,307995,321490,374900
Manson,WA,Wenatchee,Chelan County,6795,392500,370000,394500,401500,409000
Townsend,TN,Knoxville,Blount County,6796,259000,277900,254900,284900,294950
Chincoteague,VA,,Accomack County,6797,240000,247500,217000,217000,199900
Gilbertsville,KY,,Marshall County,6798,269900,259900,259900,259450,264900
Auberry,CA,Fresno,Fresno County,6799,337450,299900,299900,308000,306500
Centerville,IA,,Appanoose County,6800,79450,78000,77000,74900,74700
Kent,CT,Torrington,Litchfield County,6800,550000,507500,459000,459000,499000
Hamilton,MT,,Ravalli County,6802,248000,249000,248000,249000,247000
Middleburg,VA,Washington-Arlington-Alexandria,Loudoun County,6803,895000,785000,875000,874500,888000
Ten Mile,TN,,Meigs County,6804,215000,220000,225000,243750,262500
North Wildwood,NJ,Ocean City,Cape May County,6805,369900,365000,340000,355000,374900
Haleyville,AL,,Winston County,6806,89900,89900,89000,89900,89900
Penhook,VA,Roanoke,Franklin County,6807,540450,540450,530000,540900,545000
Gilmer,TX,Longview,Upshur County,6808,102500,108000,106500,119500,114950
Cloverdale,OR,,Tillamook County,6809,437450,417500,404700,409500,394000
Carolina Shores,NC,Myrtle Beach-Conway-North Myrtle Beach,Brunswick County,6810,210000,213900,217990,216990,229490
Somerset,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,6811,520000,504450,509000,499900,499000
Herington,KS,,Dickinson County,6812,67000,66000,60000,59950,49700
Pohatcong,NJ,Allentown-Bethlehem-Easton,Warren County,6813,202700,189900,189000,175750,169900
Oneonta,AL,Birmingham-Hoover,Blount County,6814,190000,186700,168000,183000,165000
Alma,AR,Fort Smith,Crawford County,6815,154900,162500,169500,167900,162950
Delano,MN,Minneapolis-St. Paul-Bloomington,Wright County,6816,352495,348250,343745,342990,329949.5
Nolanville,TX,Killeen-Temple,Bell County,6817,258900,285000,261950,280450,319625
Franklin,WV,,Pendleton County,6818,144500,149450,149000,149000,149250
Driftwood,TX,Austin-Round Rock,Hays County,6819,605966.5,604995,598700,599495,605000
Mont Belvieu,TX,Houston-The Woodlands-Sugar Land,Chambers County,6820,319999.5,329494.5,329990,339475,341288
Berlin,WI,,Green Lake County,6821,96700,98500,94900,101700,112000
Bal Harbour,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,6822,1799500,1799499.5,1799000,1799499.5,1700000
Kitty Hawk,NC,Kill Devil Hills,Dare County,6823,389900,398900,402450,405000,406500
Lac du Flambeau,WI,,Vilas County,6824,299350,299350,298000,298000,299900
Florence,WI,Iron Mountain,Florence County,6825,169900,169900,167450,169900,190950
Volcano,HI,Hilo,Hawaii County,6826,272000,277000,286250,285000,285000
